time,MP2.5,temperature_2m,relative_humidity_2m
2016-05-11 20:00:00+00:00,16.0,19.051,83.82053
2016-05-11 21:00:00+00:00,19.0,18.051,90.37876
2016-05-11 22:00:00+00:00,11.0,17.301,94.15192
2016-05-11 23:00:00+00:00,8.0,17.001,97.18485
2016-05-12 00:00:00+00:00,10.0,16.951,97.49322
2016-05-12 01:00:00+00:00,16.0,16.651001,98.73671
2016-05-12 02:00:00+00:00,18.0,16.601,98.73625
2016-05-12 03:00:00+00:00,17.0,16.501,98.73526
2016-05-12 04:00:00+00:00,17.0,16.401001,98.7343
2016-05-12 05:00:00+00:00,11.0,16.351,98.73381
2016-05-12 06:00:00+00:00,14.0,16.301,98.73333
2016-05-12 07:00:00+00:00,15.0,16.101,98.1024
2016-05-12 08:00:00+00:00,9.0,16.101,97.165535
2016-05-12 09:00:00+00:00,13.0,16.251,95.6265
2016-05-12 10:00:00+00:00,10.0,16.451,94.41661
2016-05-12 11:00:00+00:00,13.0,16.801,93.23142
2016-05-12 12:00:00+00:00,5.0,17.251,89.7458
2016-05-12 13:00:00+00:00,2.0,18.251,83.461365
2016-05-12 14:00:00+00:00,5.0,19.201,79.6635
2016-05-12 15:00:00+00:00,16.0,19.351,79.17614
2016-05-12 16:00:00+00:00,7.0,19.001,81.440956
2016-05-12 17:00:00+00:00,5.0,18.401001,84.55431
2016-05-12 18:00:00+00:00,13.0,17.751,89.21181
2016-05-12 19:00:00+00:00,15.0,17.951,86.97704
2016-05-12 20:00:00+00:00,11.0,16.951,90.88202
2016-05-12 21:00:00+00:00,10.0,15.951,95.004364
2016-05-12 22:00:00+00:00,7.0,15.701,96.53481
2016-05-12 23:00:00+00:00,6.0,15.551001,96.841805
2016-05-13 00:00:00+00:00,6.0,15.301001,96.83577
2016-05-13 01:00:00+00:00,13.0,15.151,96.83215
2016-05-13 02:00:00+00:00,13.0,14.801001,97.76712
2016-05-13 03:00:00+00:00,11.0,14.801001,97.13725
2016-05-13 04:00:00+00:00,12.0,14.651,97.44882
2016-05-13 05:00:00+00:00,14.0,14.551001,97.13176
2016-05-13 06:00:00+00:00,11.0,14.501,96.81638
2016-05-13 07:00:00+00:00,5.0,14.451,95.566444
2016-05-13 08:00:00+00:00,13.0,14.701,92.82197
2016-05-13 09:00:00+00:00,10.0,14.751,93.12694
2016-05-13 10:00:00+00:00,9.0,14.901,92.231384
2016-05-13 11:00:00+00:00,4.0,15.601,87.606155
2016-05-13 12:00:00+00:00,12.0,16.651001,82.46639
2016-05-13 13:00:00+00:00,14.0,17.501,78.65536
2016-05-13 14:00:00+00:00,8.0,17.951,77.455986
2016-05-13 15:00:00+00:00,14.0,18.351,77.26673
2016-05-13 16:00:00+00:00,22.0,18.601,79.32419
2016-05-13 17:00:00+00:00,16.0,18.151001,80.54923
2016-05-13 18:00:00+00:00,15.0,17.751,83.13504
2016-05-13 19:00:00+00:00,21.0,17.701,81.01078
2016-05-13 20:00:00+00:00,12.0,16.801,86.869
2016-05-13 21:00:00+00:00,12.0,16.001,91.99775
2016-05-13 22:00:00+00:00,8.0,15.401,94.98359
2016-05-13 23:00:00+00:00,9.0,15.201,95.900734
2016-05-14 00:00:00+00:00,6.0,15.151,95.58995
2016-05-14 01:00:00+00:00,18.0,15.051001,95.278
2016-05-14 02:00:00+00:00,13.0,14.901,95.89138
2016-05-14 03:00:00+00:00,11.0,14.851,95.5799
2016-05-14 04:00:00+00:00,9.0,14.451,96.50165
2016-05-14 05:00:00+00:00,6.0,14.101,97.12188
2016-05-14 06:00:00+00:00,4.0,14.001,97.11964
2016-05-14 07:00:00+00:00,5.0,13.701,97.113014
2016-05-14 08:00:00+00:00,7.0,13.451,97.42517
2016-05-14 09:00:00+00:00,7.0,13.351,97.10523
2016-05-14 10:00:00+00:00,6.0,13.201,97.10188
2016-05-14 11:00:00+00:00,4.0,14.701,88.678345
2016-05-14 12:00:00+00:00,1.0,16.301,79.77492
2016-05-14 13:00:00+00:00,9.0,17.451,74.40786
2016-05-14 14:00:00+00:00,7.0,18.501,70.11121
2016-05-14 15:00:00+00:00,5.0,18.701,69.693146
2016-05-14 16:00:00+00:00,12.0,19.051,68.40953
2016-05-14 17:00:00+00:00,30.0,18.901001,70.18805
2016-05-14 18:00:00+00:00,24.0,18.601,72.2186
2016-05-14 19:00:00+00:00,24.0,18.551,72.91781
2016-05-14 20:00:00+00:00,13.0,17.601,79.182045
2016-05-14 21:00:00+00:00,11.0,16.351,87.107895
2016-05-14 22:00:00+00:00,13.0,15.451,92.862114
2016-05-14 23:00:00+00:00,12.0,15.001,95.5849
2016-05-15 00:00:00+00:00,15.0,14.451,97.12959
2016-05-15 01:00:00+00:00,23.0,14.151,97.439
2016-05-15 02:00:00+00:00,26.0,13.851,97.11634
2016-05-15 03:00:00+00:00,22.0,13.551001,97.10968
2016-05-15 04:00:00+00:00,17.0,13.251,97.74031
2016-05-15 05:00:00+00:00,13.0,13.051001,97.41721
2016-05-15 06:00:00+00:00,10.0,12.751,97.411224
2016-05-15 07:00:00+00:00,5.0,12.651,98.37376
2016-05-15 08:00:00+00:00,6.0,12.201,98.04451
2016-05-15 09:00:00+00:00,9.0,11.851,98.039185
2016-05-15 10:00:00+00:00,9.0,11.651,98.03614
2016-05-15 11:00:00+00:00,11.0,14.501,92.50923
2016-05-15 12:00:00+00:00,9.0,17.001,81.44562
2016-05-15 13:00:00+00:00,11.0,19.151001,72.31814
2016-05-15 14:00:00+00:00,13.0,21.201,63.297344
2016-05-15 15:00:00+00:00,7.0,22.901001,56.330437
2016-05-15 16:00:00+00:00,5.0,24.051,52.046265
2016-05-15 17:00:00+00:00,9.0,24.651001,50.70049
2016-05-15 18:00:00+00:00,12.0,24.901001,50.76613
2016-05-15 19:00:00+00:00,14.0,25.051,52.984035
2016-05-15 20:00:00+00:00,22.0,23.801,58.96787
2016-05-15 21:00:00+00:00,14.0,21.801,67.643394
2016-05-15 22:00:00+00:00,24.0,20.301,73.22645
2016-05-15 23:00:00+00:00,28.0,19.401001,75.94957
2016-05-16 00:00:00+00:00,28.0,19.051,76.13832
2016-05-16 01:00:00+00:00,23.0,19.101,75.413475
2016-05-16 02:00:00+00:00,27.0,19.351,74.48827
2016-05-16 03:00:00+00:00,18.0,19.551,74.04355
2016-05-16 04:00:00+00:00,14.0,19.651001,73.82256
2016-05-16 05:00:00+00:00,18.0,19.601,74.05209
2016-05-16 06:00:00+00:00,20.0,19.601,73.5765
2016-05-16 07:00:00+00:00,29.0,19.551,72.62443
2016-05-16 08:00:00+00:00,20.0,19.701,71.95122
2016-05-16 09:00:00+00:00,20.0,19.851,71.74668
2016-05-16 10:00:00+00:00,20.0,19.901001,71.9876
2016-05-16 11:00:00+00:00,23.0,20.001,73.40951
2016-05-16 12:00:00+00:00,12.0,20.201,75.83478
2016-05-16 13:00:00+00:00,15.0,20.651001,76.39194
2016-05-16 14:00:00+00:00,11.0,21.751,74.18067
2016-05-16 15:00:00+00:00,16.0,23.101,70.30989
2016-05-16 16:00:00+00:00,16.0,23.801,69.12472
2016-05-16 17:00:00+00:00,11.0,23.651001,71.527794
2016-05-16 18:00:00+00:00,14.0,22.951,74.38223
2016-05-16 19:00:00+00:00,16.0,22.351,77.3828
2016-05-16 20:00:00+00:00,28.0,19.901001,87.15732
2016-05-16 21:00:00+00:00,13.0,19.101,89.882904
2016-05-16 22:00:00+00:00,12.0,18.501,93.31633
2016-05-16 23:00:00+00:00,18.0,18.201,95.38871
2016-05-17 00:00:00+00:00,15.0,18.051,96.595894
2016-05-17 01:00:00+00:00,13.0,17.901001,97.819305
2016-05-17 02:00:00+00:00,23.0,17.751,98.7473
2016-05-17 03:00:00+00:00,23.0,17.651001,99.37144
2016-05-17 04:00:00+00:00,15.0,17.501,99.37072
2016-05-17 05:00:00+00:00,12.0,17.351,99.36998
2016-05-17 06:00:00+00:00,6.0,17.101,99.36878
2016-05-17 07:00:00+00:00,8.0,16.551,98.42188
2016-05-17 08:00:00+00:00,11.0,16.351,97.79343
2016-05-17 09:00:00+00:00,11.0,16.201,97.47887
2016-05-17 10:00:00+00:00,14.0,16.101,97.78923
2016-05-17 11:00:00+00:00,9.0,16.301,96.24221
2016-05-17 12:00:00+00:00,14.0,17.001,92.05679
2016-05-17 13:00:00+00:00,17.0,17.901001,86.69453
2016-05-17 14:00:00+00:00,12.0,19.451,76.93968
2016-05-17 15:00:00+00:00,14.0,20.351,71.14826
2016-05-17 16:00:00+00:00,12.0,21.051,66.62654
2016-05-17 17:00:00+00:00,9.0,21.551,61.954464
2016-05-17 18:00:00+00:00,10.0,21.401001,61.319767
2016-05-17 19:00:00+00:00,5.0,20.901001,63.849846
2016-05-17 20:00:00+00:00,21.0,19.501,72.38125
2016-05-17 21:00:00+00:00,28.0,17.951,80.2628
2016-05-17 22:00:00+00:00,27.0,16.951,85.769455
2016-05-17 23:00:00+00:00,18.0,16.051,90.52865
2016-05-18 00:00:00+00:00,22.0,15.601,93.47185
2016-05-18 01:00:00+00:00,31.0,15.151,95.58995
2016-05-18 02:00:00+00:00,35.0,14.851,97.13837
2016-05-18 03:00:00+00:00,34.0,14.751,97.76626
2016-05-18 04:00:00+00:00,26.0,14.501,98.07895
2016-05-18 05:00:00+00:00,17.0,14.251,99.03349
2016-05-18 06:00:00+00:00,16.0,14.001,99.03163
2016-05-18 07:00:00+00:00,19.0,13.751,98.067825
2016-05-18 08:00:00+00:00,21.0,13.651,98.06632
2016-05-18 09:00:00+00:00,31.0,13.651,97.42914
2016-05-18 10:00:00+00:00,25.0,13.551001,98.06485
2016-05-18 11:00:00+00:00,14.0,14.051001,93.3954
2016-05-18 12:00:00+00:00,8.0,14.601,92.51485
2016-05-18 13:00:00+00:00,10.0,15.251,92.85143
2016-05-18 14:00:00+00:00,13.0,15.901001,90.22594
2016-05-18 15:00:00+00:00,15.0,17.151001,89.45106
2016-05-18 16:00:00+00:00,15.0,17.751,88.07874
2016-05-18 17:00:00+00:00,24.0,17.851,87.525955
2016-05-18 18:00:00+00:00,15.0,17.601,89.48558
2016-05-18 19:00:00+00:00,14.0,17.451,92.967606
2016-05-18 20:00:00+00:00,18.0,17.251,92.661125
2016-05-18 21:00:00+00:00,19.0,16.901001,94.4354
2016-05-18 22:00:00+00:00,12.0,16.451,96.86334
2016-05-18 23:00:00+00:00,10.0,15.801001,98.412796
2016-05-19 00:00:00+00:00,10.0,15.251,99.04094
2016-05-19 01:00:00+00:00,9.0,14.901,98.71962
2016-05-19 02:00:00+00:00,9.0,14.501,99.356
2016-05-19 03:00:00+00:00,13.0,14.201,98.7127
2016-05-19 04:00:00+00:00,15.0,14.001,98.71068
2016-05-19 05:00:00+00:00,13.0,13.851,98.388794
2016-05-19 06:00:00+00:00,10.0,13.751,98.38756
2016-05-19 07:00:00+00:00,13.0,13.851,98.388794
2016-05-19 08:00:00+00:00,13.0,13.801001,98.388176
2016-05-19 09:00:00+00:00,8.0,13.851,97.11634
2016-05-19 10:00:00+00:00,14.0,13.851,96.171524
2016-05-19 11:00:00+00:00,15.0,14.201,93.708084
2016-05-19 12:00:00+00:00,12.0,14.351,93.10627
2016-05-19 13:00:00+00:00,11.0,14.601,90.13183
2016-05-19 14:00:00+00:00,14.0,14.951,88.98904
2016-05-19 15:00:00+00:00,11.0,15.101,88.71147
2016-05-19 16:00:00+00:00,11.0,15.351,87.29857
2016-05-19 17:00:00+00:00,12.0,15.401,87.30316
2016-05-19 18:00:00+00:00,13.0,15.201,89.00921
2016-05-19 19:00:00+00:00,13.0,15.351,89.60212
2016-05-19 20:00:00+00:00,9.0,14.951,90.746475
2016-05-19 21:00:00+00:00,11.0,14.451,93.41525
2016-05-19 22:00:00+00:00,13.0,14.101,94.93398
2016-05-19 23:00:00+00:00,6.0,13.901,95.54784
2016-05-20 00:00:00+00:00,7.0,13.851,95.85838
2016-05-20 01:00:00+00:00,10.0,13.751,96.48286
2016-05-20 02:00:00+00:00,18.0,13.701,96.167114
2016-05-20 03:00:00+00:00,16.0,13.851,94.6148
2016-05-20 04:00:00+00:00,13.0,13.801001,96.17006
2016-05-20 05:00:00+00:00,11.0,13.801001,96.79927
2016-05-20 06:00:00+00:00,12.0,13.901,97.11743
2016-05-20 07:00:00+00:00,6.0,13.751,96.48286
2016-05-20 08:00:00+00:00,7.0,13.901,96.48689
2016-05-20 09:00:00+00:00,13.0,14.001,96.80417
2016-05-20 10:00:00+00:00,8.0,14.201,96.49496
2016-05-20 11:00:00+00:00,8.0,15.001,92.537186
2016-05-20 12:00:00+00:00,17.0,15.901001,89.644
2016-05-20 13:00:00+00:00,14.0,16.951,86.60355
2016-05-20 14:00:00+00:00,8.0,18.101,82.90967
2016-05-20 15:00:00+00:00,15.0,19.301,78.9159
2016-05-20 16:00:00+00:00,13.0,20.401001,74.90369
2016-05-20 17:00:00+00:00,15.0,21.001,72.8818
2016-05-20 18:00:00+00:00,29.0,20.951,74.28146
2016-05-20 19:00:00+00:00,42.0,21.151001,76.71323
2016-05-20 20:00:00+00:00,38.0,20.251,83.16422
2016-05-20 21:00:00+00:00,36.0,19.001,89.59194
2016-05-20 22:00:00+00:00,40.0,17.951,94.77846
2016-05-20 23:00:00+00:00,36.0,17.651001,96.28036
2016-05-21 00:00:00+00:00,38.0,17.351,97.50082
2016-05-21 01:00:00+00:00,44.0,17.101,99.054474
2016-05-21 02:00:00+00:00,52.0,17.051,98.74058
2016-05-21 03:00:00+00:00,39.0,16.801,98.73816
2016-05-21 04:00:00+00:00,9.0,16.951,96.87521
2016-05-21 05:00:00+00:00,5.0,16.901001,95.03995
2016-05-21 06:00:00+00:00,5.0,17.151001,92.0656
2016-05-21 07:00:00+00:00,12.0,17.501,90.05184
2016-05-21 08:00:00+00:00,12.0,17.701,90.06637
2016-05-21 09:00:00+00:00,5.0,17.951,89.227455
2016-05-21 10:00:00+00:00,4.0,18.301,87.56625
2016-05-21 11:00:00+00:00,7.0,18.551,87.032906
2016-05-21 12:00:00+00:00,7.0,19.051,85.16505
2016-05-21 13:00:00+00:00,11.0,20.701,81.14336
2016-05-21 14:00:00+00:00,19.0,22.201,73.32381
2016-05-21 15:00:00+00:00,8.0,22.901001,69.60829
2016-05-21 16:00:00+00:00,10.0,23.101,70.5322
2016-05-21 17:00:00+00:00,9.0,23.401001,71.48234
2016-05-21 18:00:00+00:00,11.0,23.051,74.63263
2016-05-21 19:00:00+00:00,11.0,21.051,79.41541
2016-05-21 20:00:00+00:00,12.0,20.601,81.90305
2016-05-21 21:00:00+00:00,13.0,19.701,86.86444
2016-05-21 22:00:00+00:00,14.0,19.101,90.4521
2016-05-21 23:00:00+00:00,15.0,18.901001,91.8771
2016-05-22 00:00:00+00:00,26.0,18.701,92.73935
2016-05-22 01:00:00+00:00,31.0,18.451,93.31384
2016-05-22 02:00:00+00:00,31.0,18.001,94.780426
2016-05-22 03:00:00+00:00,34.0,17.601,95.36791
2016-05-22 04:00:00+00:00,27.0,17.401001,95.66424
2016-05-22 05:00:00+00:00,30.0,17.051,95.957726
2016-05-22 06:00:00+00:00,19.0,16.651001,96.55969
2016-05-22 07:00:00+00:00,27.0,15.851,97.47212
2016-05-22 08:00:00+00:00,21.0,15.701,97.15688
2016-05-22 09:00:00+00:00,11.0,15.701,96.845406
2016-05-22 10:00:00+00:00,11.0,15.701,96.845406
2016-05-22 11:00:00+00:00,8.0,18.251,91.83824
2016-05-22 12:00:00+00:00,7.0,20.351,82.91365
2016-05-22 13:00:00+00:00,5.0,21.951,75.39656
2016-05-22 14:00:00+00:00,9.0,23.151001,70.09765
2016-05-22 15:00:00+00:00,3.0,24.101,66.61805
2016-05-22 16:00:00+00:00,3.0,24.351,65.21379
2016-05-22 17:00:00+00:00,10.0,24.201,67.483604
2016-05-22 18:00:00+00:00,13.0,22.801,72.96644
2016-05-22 19:00:00+00:00,7.0,21.251,77.21615
2016-05-22 20:00:00+00:00,19.0,20.501,81.63214
2016-05-22 21:00:00+00:00,24.0,19.701,85.50301
2016-05-22 22:00:00+00:00,11.0,19.251,87.92838
2016-05-22 23:00:00+00:00,18.0,19.151001,89.3207
2016-05-23 00:00:00+00:00,16.0,19.001,91.01793
2016-05-23 01:00:00+00:00,20.0,18.651001,93.02979
2016-05-23 02:00:00+00:00,21.0,18.351,93.60427
2016-05-23 03:00:00+00:00,15.0,18.051,94.18453
2016-05-23 04:00:00+00:00,9.0,17.801,93.28156
2016-05-23 05:00:00+00:00,4.0,17.451,93.56138
2016-05-23 06:00:00+00:00,14.0,17.101,94.74514
2016-05-23 07:00:00+00:00,10.0,16.501,93.81581
2016-05-23 08:00:00+00:00,9.0,16.151001,94.70753
2016-05-23 09:00:00+00:00,12.0,15.801001,94.08586
2016-05-23 10:00:00+00:00,9.0,15.401,94.67755
2016-05-23 11:00:00+00:00,5.0,15.351,91.36472
2016-05-23 12:00:00+00:00,2.0,16.001,81.84931
2016-05-23 13:00:00+00:00,4.0,16.001,81.58208
2016-05-23 14:00:00+00:00,11.0,16.201,80.022484
2016-05-23 15:00:00+00:00,5.0,16.901001,74.3139
2016-05-23 16:00:00+00:00,5.0,17.301,71.509384
2016-05-23 17:00:00+00:00,8.0,17.151001,70.31263
2016-05-23 18:00:00+00:00,3.0,16.501,72.07186
2016-05-23 19:00:00+00:00,17.0,15.651,72.63653
2016-05-23 20:00:00+00:00,12.0,14.501,78.471245
2016-05-23 21:00:00+00:00,8.0,13.101,84.24041
2016-05-23 22:00:00+00:00,5.0,12.251,85.56527
2016-05-23 23:00:00+00:00,10.0,11.801001,83.52752
2016-05-24 00:00:00+00:00,12.0,11.451,81.80876
2016-05-24 01:00:00+00:00,14.0,10.751,84.829605
2016-05-24 02:00:00+00:00,15.0,10.251,87.110664
2016-05-24 03:00:00+00:00,15.0,9.851,88.56559
2016-05-24 04:00:00+00:00,13.0,9.601,89.14882
2016-05-24 05:00:00+00:00,7.0,9.251,90.65161
2016-05-24 06:00:00+00:00,9.0,9.051001,91.88099
2016-05-24 07:00:00+00:00,11.0,10.501,88.620865
2016-05-24 08:00:00+00:00,10.0,10.901,90.46277
2016-05-24 09:00:00+00:00,12.0,11.151,92.31787
2016-05-24 10:00:00+00:00,10.0,11.451,93.57559
2016-05-24 11:00:00+00:00,9.0,12.101,92.68012
2016-05-24 12:00:00+00:00,12.0,12.951,89.41637
2016-05-24 13:00:00+00:00,15.0,13.901,85.73699
2016-05-24 14:00:00+00:00,8.0,15.101,80.66389
2016-05-24 15:00:00+00:00,15.0,15.901001,76.380325
2016-05-24 16:00:00+00:00,14.0,15.551001,77.5959
2016-05-24 17:00:00+00:00,15.0,15.551001,76.32415
2016-05-24 18:00:00+00:00,18.0,15.651,75.08758
2016-05-24 19:00:00+00:00,23.0,15.601,73.59956
2016-05-24 20:00:00+00:00,22.0,14.801001,79.038086
2016-05-24 21:00:00+00:00,14.0,13.651,86.56624
2016-05-24 22:00:00+00:00,13.0,12.801001,91.50127
2016-05-24 23:00:00+00:00,10.0,12.401,92.6967
2016-05-25 00:00:00+00:00,9.0,12.001,93.913506
2016-05-25 01:00:00+00:00,14.0,11.701,95.47228
2016-05-25 02:00:00+00:00,12.0,11.651,97.06701
2016-05-25 03:00:00+00:00,13.0,11.751,97.06927
2016-05-25 04:00:00+00:00,13.0,12.051001,97.39718
2016-05-25 05:00:00+00:00,10.0,12.351,95.17996
2016-05-25 06:00:00+00:00,8.0,12.401,93.93201
2016-05-25 07:00:00+00:00,4.0,12.151,96.75838
2016-05-25 08:00:00+00:00,6.0,11.751,97.39112
2016-05-25 09:00:00+00:00,7.0,11.601,97.71126
2016-05-25 10:00:00+00:00,10.0,11.601,97.71126
2016-05-25 11:00:00+00:00,6.0,12.551001,93.01211
2016-05-25 12:00:00+00:00,7.0,13.501,88.28607
2016-05-25 13:00:00+00:00,8.0,14.851,83.05961
2016-05-25 14:00:00+00:00,10.0,16.401001,76.20935
2016-05-25 15:00:00+00:00,7.0,17.851,68.61826
2016-05-25 16:00:00+00:00,9.0,18.801,63.803402
2016-05-25 17:00:00+00:00,7.0,19.201,62.23099
2016-05-25 18:00:00+00:00,31.0,19.201,62.84938
2016-05-25 19:00:00+00:00,29.0,18.601,67.87279
2016-05-25 20:00:00+00:00,27.0,17.201,77.59362
2016-05-25 21:00:00+00:00,18.0,15.601,88.17778
2016-05-25 22:00:00+00:00,13.0,14.801001,94.65339
2016-05-25 23:00:00+00:00,17.0,14.451,96.81516
2016-05-26 00:00:00+00:00,9.0,14.201,98.074524
2016-05-26 01:00:00+00:00,16.0,14.401,97.76023
2016-05-26 02:00:00+00:00,15.0,14.401,97.44392
2016-05-26 03:00:00+00:00,11.0,14.351,96.49896
2016-05-26 04:00:00+00:00,10.0,14.101,97.12188
2016-05-26 05:00:00+00:00,14.0,13.951,97.11855
2016-05-26 06:00:00+00:00,15.0,13.901,96.80171
2016-05-26 07:00:00+00:00,13.0,14.001,95.863106
2016-05-26 08:00:00+00:00,11.0,13.951,95.861534
2016-05-26 09:00:00+00:00,16.0,13.601,97.428154
2016-05-26 10:00:00+00:00,20.0,13.751,96.79804
2016-05-26 11:00:00+00:00,19.0,14.651,91.61791
2016-05-26 12:00:00+00:00,21.0,15.801001,86.21125
2016-05-26 13:00:00+00:00,23.0,17.101,81.19466
2016-05-26 14:00:00+00:00,21.0,19.001,75.3971
2016-05-26 15:00:00+00:00,20.0,20.301,70.91028
2016-05-26 16:00:00+00:00,23.0,21.501,65.44341
2016-05-26 17:00:00+00:00,13.0,21.751,62.60475
2016-05-26 18:00:00+00:00,16.0,21.601,64.21043
2016-05-26 19:00:00+00:00,19.0,20.951,67.037155
2016-05-26 20:00:00+00:00,38.0,19.251,79.16193
2016-05-26 21:00:00+00:00,42.0,17.701,88.3566
2016-05-26 22:00:00+00:00,27.0,16.551,94.723404
2016-05-26 23:00:00+00:00,24.0,16.051,97.47598
2016-05-27 00:00:00+00:00,13.0,15.901001,98.41402
2016-05-27 01:00:00+00:00,22.0,15.601,98.72651
2016-05-27 02:00:00+00:00,25.0,15.401,99.04206
2016-05-27 03:00:00+00:00,18.0,15.301001,98.72356
2016-05-27 04:00:00+00:00,26.0,15.201,98.08927
2016-05-27 05:00:00+00:00,27.0,15.051001,97.45662
2016-05-27 06:00:00+00:00,24.0,14.901,97.45369
2016-05-27 07:00:00+00:00,27.0,14.551001,97.76282
2016-05-27 08:00:00+00:00,26.0,14.351,98.395
2016-05-27 09:00:00+00:00,27.0,14.301001,98.07603
2016-05-27 10:00:00+00:00,29.0,14.251,98.39377
2016-05-27 11:00:00+00:00,30.0,14.401,97.12847
2016-05-27 12:00:00+00:00,26.0,15.201,91.05894
2016-05-27 13:00:00+00:00,26.0,16.651001,84.91021
2016-05-27 14:00:00+00:00,21.0,17.801,80.76267
2016-05-27 15:00:00+00:00,27.0,18.951,75.63269
2016-05-27 16:00:00+00:00,32.0,19.901001,71.29427
2016-05-27 17:00:00+00:00,30.0,19.801,72.66904
2016-05-27 18:00:00+00:00,23.0,19.451,75.95759
2016-05-27 19:00:00+00:00,45.0,18.501,83.22352
2016-05-27 20:00:00+00:00,41.0,17.551,89.48176
2016-05-27 21:00:00+00:00,25.0,16.401001,95.02126
2016-05-27 22:00:00+00:00,17.0,16.001,96.85261
2016-05-27 23:00:00+00:00,6.0,15.750999,97.78332
2016-05-28 00:00:00+00:00,9.0,15.551001,98.0944
2016-05-28 01:00:00+00:00,12.0,15.301001,98.09074
2016-05-28 02:00:00+00:00,12.0,15.151,98.40487
2016-05-28 03:00:00+00:00,15.0,15.001,98.403015
2016-05-28 04:00:00+00:00,12.0,14.751,98.08265
2016-05-28 05:00:00+00:00,12.0,14.601,97.13287
2016-05-28 06:00:00+00:00,10.0,14.601,95.88199
2016-05-28 07:00:00+00:00,12.0,14.401,97.12847
2016-05-28 08:00:00+00:00,10.0,14.201,97.12408
2016-05-28 09:00:00+00:00,8.0,14.001,97.43603
2016-05-28 10:00:00+00:00,12.0,13.901,97.434074
2016-05-28 11:00:00+00:00,13.0,14.851,93.738815
2016-05-28 12:00:00+00:00,17.0,16.151001,87.08927
2016-05-28 13:00:00+00:00,6.0,17.751,80.75602
2016-05-28 14:00:00+00:00,12.0,19.101,75.65705
2016-05-28 15:00:00+00:00,15.0,20.201,70.89157
2016-05-28 16:00:00+00:00,17.0,20.901001,68.11635
2016-05-28 17:00:00+00:00,29.0,20.801,68.536644
2016-05-28 18:00:00+00:00,24.0,20.601,69.83432
2016-05-28 19:00:00+00:00,26.0,19.351,76.92419
2016-05-28 20:00:00+00:00,18.0,18.051,86.155975
2016-05-28 21:00:00+00:00,17.0,16.701,93.5253
2016-05-28 22:00:00+00:00,20.0,16.051,96.23509
2016-05-28 23:00:00+00:00,19.0,15.750999,97.47019
2016-05-29 00:00:00+00:00,16.0,15.651,98.09583
2016-05-29 01:00:00+00:00,25.0,15.551001,98.72601
2016-05-29 02:00:00+00:00,17.0,15.401,99.360466
2016-05-29 03:00:00+00:00,14.0,15.301001,99.04131
2016-05-29 04:00:00+00:00,17.0,15.201,99.040596
2016-05-29 05:00:00+00:00,7.0,15.101,98.40424
2016-05-29 06:00:00+00:00,9.0,14.651,98.39872
2016-05-29 07:00:00+00:00,17.0,14.351,97.44293
2016-05-29 08:00:00+00:00,14.0,14.101,97.43803
2016-05-29 09:00:00+00:00,22.0,14.051001,96.490944
2016-05-29 10:00:00+00:00,15.0,13.901,96.48689
2016-05-29 11:00:00+00:00,18.0,14.951,92.83538
2016-05-29 12:00:00+00:00,11.0,16.701,84.915596
2016-05-29 13:00:00+00:00,16.0,18.351,77.76796
2016-05-29 14:00:00+00:00,16.0,19.951,71.53393
2016-05-29 15:00:00+00:00,14.0,21.101,66.6369
2016-05-29 16:00:00+00:00,13.0,21.501,64.81335
2016-05-29 17:00:00+00:00,25.0,21.451,65.22212
2016-05-29 18:00:00+00:00,16.0,20.851,68.76763
2016-05-29 19:00:00+00:00,13.0,19.451,74.74549
2016-05-29 20:00:00+00:00,10.0,18.551,78.55437
2016-05-29 21:00:00+00:00,13.0,17.601,83.117256
2016-05-29 22:00:00+00:00,12.0,16.951,86.32473
2016-05-29 23:00:00+00:00,12.0,16.251,89.09331
2016-05-30 00:00:00+00:00,11.0,15.651,90.79424
2016-05-30 01:00:00+00:00,14.0,15.401,90.48315
2016-05-30 02:00:00+00:00,12.0,15.101,90.756744
2016-05-30 03:00:00+00:00,9.0,15.051001,90.45853
2016-05-30 04:00:00+00:00,14.0,15.001,91.04565
2016-05-30 05:00:00+00:00,10.0,14.951,91.339035
2016-05-30 06:00:00+00:00,11.0,14.751,92.523224
2016-05-30 07:00:00+00:00,15.0,14.801001,94.04122
2016-05-30 08:00:00+00:00,14.0,15.001,94.05018
2016-05-30 09:00:00+00:00,13.0,15.201,94.059166
2016-05-30 10:00:00+00:00,8.0,15.201,94.36389
2016-05-30 11:00:00+00:00,8.0,15.901001,92.886055
2016-05-30 12:00:00+00:00,7.0,17.701,83.3973
2016-05-30 13:00:00+00:00,12.0,18.801,78.08667
2016-05-30 14:00:00+00:00,16.0,19.451,74.98655
2016-05-30 15:00:00+00:00,26.0,20.151001,73.435616
2016-05-30 16:00:00+00:00,12.0,20.451,72.5515
2016-05-30 17:00:00+00:00,8.0,20.551,71.18539
2016-05-30 18:00:00+00:00,13.0,20.251,71.81979
2016-05-30 19:00:00+00:00,10.0,17.101,88.59003
2016-05-30 20:00:00+00:00,13.0,16.901001,88.858765
2016-05-30 21:00:00+00:00,15.0,16.451,90.55648
2016-05-30 22:00:00+00:00,11.0,16.101,92.00368
2016-05-30 23:00:00+00:00,8.0,15.951,92.2919
2016-05-31 00:00:00+00:00,6.0,15.851,92.88341
2016-05-31 01:00:00+00:00,13.0,16.101,92.30049
2016-05-31 02:00:00+00:00,14.0,16.001,92.59266
