time,MP2.5,temperature_2m,relative_humidity_2m,mes,hora,dia_semana,MP2.5_imputado_media
2016-05-29 20:00:00+00:00,10.0,18.551,78.55437,5,20,6,0
2016-05-29 21:00:00+00:00,13.0,17.601,83.117256,5,21,6,0
2016-05-29 22:00:00+00:00,12.0,16.951,86.32473,5,22,6,0
2016-05-29 23:00:00+00:00,12.0,16.251,89.09331,5,23,6,0
2016-05-30 00:00:00+00:00,11.0,15.651,90.79424,5,0,0,0
2016-05-30 01:00:00+00:00,14.0,15.401,90.48315,5,1,0,0
2016-05-30 02:00:00+00:00,12.0,15.101,90.756744,5,2,0,0
2016-05-30 03:00:00+00:00,9.0,15.051001,90.45853,5,3,0,0
2016-05-30 04:00:00+00:00,14.0,15.001,91.04565,5,4,0,0
2016-05-30 05:00:00+00:00,10.0,14.951,91.339035,5,5,0,0
2016-05-30 06:00:00+00:00,11.0,14.751,92.523224,5,6,0,0
2016-05-30 07:00:00+00:00,15.0,14.801001,94.04122,5,7,0,0
2016-05-30 08:00:00+00:00,14.0,15.001,94.05018,5,8,0,0
2016-05-30 09:00:00+00:00,13.0,15.201,94.059166,5,9,0,0
2016-05-30 10:00:00+00:00,8.0,15.201,94.36389,5,10,0,0
2016-05-30 11:00:00+00:00,8.0,15.901001,92.886055,5,11,0,0
2016-05-30 12:00:00+00:00,7.0,17.701,83.3973,5,12,0,0
2016-05-30 13:00:00+00:00,12.0,18.801,78.08667,5,13,0,0
2016-05-30 14:00:00+00:00,16.0,19.451,74.98655,5,14,0,0
2016-05-30 15:00:00+00:00,26.0,20.151001,73.435616,5,15,0,0
2016-05-30 16:00:00+00:00,12.0,20.451,72.5515,5,16,0,0
2016-05-30 17:00:00+00:00,8.0,20.551,71.18539,5,17,0,0
2016-05-30 18:00:00+00:00,13.0,20.251,71.81979,5,18,0,0
2016-05-30 19:00:00+00:00,10.0,17.101,88.59003,5,19,0,0
2016-05-30 20:00:00+00:00,13.0,16.901001,88.858765,5,20,0,0
2016-05-30 21:00:00+00:00,15.0,16.451,90.55648,5,21,0,0
2016-05-30 22:00:00+00:00,11.0,16.101,92.00368,5,22,0,0
2016-05-30 23:00:00+00:00,8.0,15.951,92.2919,5,23,0,0
2016-05-31 00:00:00+00:00,6.0,15.851,92.88341,5,0,1,0
2016-05-31 01:00:00+00:00,13.0,16.101,92.30049,5,1,1,0
2016-05-31 02:00:00+00:00,14.0,16.001,92.59266,5,2,1,0
2016-05-31 03:00:00+00:00,10.0,16.001,92.294785,5,3,1,0
2016-05-31 04:00:00+00:00,9.0,15.951,91.994774,5,4,1,0
2016-05-31 05:00:00+00:00,10.0,15.801001,91.985855,5,5,1,0
2016-05-31 06:00:00+00:00,10.0,15.801001,91.09853,5,6,1,0
2016-05-31 07:00:00+00:00,7.0,15.701,92.87545,5,7,1,0
2016-05-31 08:00:00+00:00,10.0,15.750999,93.47917,5,8,1,0
2016-05-31 09:00:00+00:00,7.0,15.901001,93.78796,5,9,1,0
2016-05-31 10:00:00+00:00,10.0,16.101,93.797264,5,10,1,0
2016-05-31 11:00:00+00:00,10.0,16.701,92.6311,5,11,1,0
2016-05-31 12:00:00+00:00,8.0,17.551,88.34395,5,12,1,0
2016-05-31 13:00:00+00:00,9.0,18.601,82.70418,5,13,1,0
2016-05-31 14:00:00+00:00,14.0,19.601,77.20995,5,14,1,0
2016-05-31 15:00:00+00:00,12.0,20.501,72.32808,5,15,1,0
2016-05-31 16:00:00+00:00,7.0,21.001,70.36109,5,16,1,0
2016-05-31 17:00:00+00:00,8.0,21.001,69.46366,5,17,1,0
2016-05-31 18:00:00+00:00,11.0,20.801,70.77617,5,18,1,0
2016-05-31 19:00:00+00:00,12.0,20.251,79.30331,5,19,1,0
2016-05-31 20:00:00+00:00,15.0,19.451,82.543365,5,20,1,0
2016-05-31 21:00:00+00:00,15.0,18.401001,87.018974,5,21,1,0
2016-05-31 22:00:00+00:00,13.0,17.851,89.790565,5,22,1,0
2016-05-31 23:00:00+00:00,15.0,17.151001,92.36023,5,23,1,0
2016-06-01 00:00:00+00:00,19.0,16.701,93.82503,6,0,2,0
2016-06-01 01:00:00+00:00,24.0,16.651001,94.12342,6,1,2,0
2016-06-01 02:00:00+00:00,15.0,16.401001,95.02126,6,2,2,0
2016-06-01 03:00:00+00:00,15.0,16.151001,95.93014,6,3,2,0
2016-06-01 04:00:00+00:00,18.0,16.001,96.5427,6,4,2,0
2016-06-01 05:00:00+00:00,16.0,16.101,97.165535,6,5,2,0
2016-06-01 06:00:00+00:00,23.0,16.051,97.16444,6,6,2,0
2016-06-01 07:00:00+00:00,12.0,16.201,96.85736,6,7,2,0
2016-06-01 08:00:00+00:00,16.0,16.051,96.85378,6,8,2,0
2016-06-01 09:00:00+00:00,20.0,15.951,96.851395,6,9,2,0
2016-06-01 10:00:00+00:00,27.0,16.101,97.165535,6,10,2,0
2016-06-01 11:00:00+00:00,16.0,16.551,95.63638,6,11,2,0
2016-06-01 12:00:00+00:00,14.0,17.451,89.47408,6,12,2,0
2016-06-01 13:00:00+00:00,22.0,18.401001,86.1905,6,13,2,0
2016-06-01 14:00:00+00:00,21.0,19.301,82.78841,6,14,2,0
2016-06-01 15:00:00+00:00,16.0,19.901001,79.76054,6,15,2,0
2016-06-01 16:00:00+00:00,19.0,20.551,78.34462,6,16,2,0
2016-06-01 17:00:00+00:00,13.0,21.051,77.92273,6,17,2,0
2016-06-01 18:00:00+00:00,24.0,20.801,78.38112,6,18,2,0
2016-06-01 19:00:00+00:00,14.0,20.901001,76.918236,6,19,2,0
2016-06-01 20:00:00+00:00,29.0,20.251,82.11883,6,20,2,0
2016-06-01 21:00:00+00:00,26.0,19.001,87.35118,6,21,2,0
2016-06-01 22:00:00+00:00,22.0,17.651001,91.8021,6,22,2,0
2016-06-01 23:00:00+00:00,29.0,17.101,92.06268,6,23,2,0
2016-06-02 00:00:00+00:00,16.0,16.501,92.62015,6,0,3,0
2016-06-02 01:00:00+00:00,26.0,16.151001,94.10138,6,1,3,0
2016-06-02 02:00:00+00:00,8.0,16.301,92.90724,6,2,3,0
2016-06-02 03:00:00+00:00,6.0,16.751,92.33756,6,3,3,0
2016-06-02 04:00:00+00:00,5.0,16.851,93.831955,6,4,3,0
2016-06-02 05:00:00+00:00,7.0,16.651001,96.55969,6,5,3,0
2016-06-02 06:00:00+00:00,10.0,16.601,97.17629,6,6,3,0
2016-06-02 07:00:00+00:00,6.0,16.751,97.1795,6,7,3,0
2016-06-02 08:00:00+00:00,10.0,16.651001,96.55969,6,8,3,0
2016-06-02 09:00:00+00:00,9.0,16.451,96.86334,6,9,3,0
2016-06-02 10:00:00+00:00,13.0,16.501,96.86452,6,10,3,0
2016-06-02 11:00:00+00:00,11.0,16.801,96.87165,6,11,3,0
2016-06-02 12:00:00+00:00,9.0,17.351,94.75498,6,12,3,0
2016-06-02 13:00:00+00:00,7.0,18.101,89.23918,6,13,3,0
2016-06-02 14:00:00+00:00,9.0,19.851,78.743034,6,14,3,0
2016-06-02 15:00:00+00:00,8.0,21.001,71.26869,6,15,3,0
2016-06-02 16:00:00+00:00,4.0,21.651001,66.75068,6,16,3,0
2016-06-02 17:00:00+00:00,10.0,21.901001,64.48301,6,17,3,0
2016-06-02 18:00:00+00:00,8.0,21.601,64.417984,6,18,3,0
2016-06-02 19:00:00+00:00,13.0,20.901001,68.99912,6,19,3,0
2016-06-02 20:00:00+00:00,26.0,19.651001,76.233864,6,20,3,0
2016-06-02 21:00:00+00:00,15.0,18.101,84.251015,6,21,3,0
2016-06-02 22:00:00+00:00,12.0,17.051,90.01907,6,22,3,0
2016-06-02 23:00:00+00:00,8.0,16.551,93.21882,6,23,3,0
2016-06-03 00:00:00+00:00,9.0,16.101,94.099174,6,0,4,0
2016-06-03 01:00:00+00:00,23.0,15.701,96.22509,6,1,4,0
2016-06-03 02:00:00+00:00,16.0,15.701,96.53481,6,2,4,0
2016-06-03 03:00:00+00:00,13.0,15.601,97.467285,6,3,4,0
2016-06-03 04:00:00+00:00,6.0,15.451,98.40853,6,4,4,0
2016-06-03 05:00:00+00:00,2.0,15.201,99.67929,6,5,4,0
2016-06-03 06:00:00+00:00,6.0,15.051001,99.35874,6,6,4,0
2016-06-03 07:00:00+00:00,10.0,15.051001,98.72109,6,7,4,0
2016-06-03 08:00:00+00:00,5.0,15.151,98.40487,6,8,4,0
2016-06-03 09:00:00+00:00,10.0,15.201,98.40548,6,9,4,0
2016-06-03 10:00:00+00:00,7.0,15.251,98.40609,6,10,4,0
2016-06-03 11:00:00+00:00,7.0,15.851,94.3914,6,11,4,0
2016-06-03 12:00:00+00:00,12.0,16.651001,89.98979,6,12,4,0
2016-06-03 13:00:00+00:00,11.0,17.351,84.71181,6,13,4,0
2016-06-03 14:00:00+00:00,9.0,18.301,78.77172,6,14,4,0
2016-06-03 15:00:00+00:00,8.0,18.901001,77.600494,6,15,4,0
2016-06-03 16:00:00+00:00,8.0,19.001,77.865654,6,16,4,0
2016-06-03 17:00:00+00:00,7.0,19.701,74.54723,6,17,4,0
2016-06-03 18:00:00+00:00,11.0,19.751,74.077736,6,18,4,0
2016-06-03 19:00:00+00:00,9.0,18.801,82.72831,6,19,4,0
2016-06-03 20:00:00+00:00,22.0,18.401001,85.36897,6,20,4,0
2016-06-03 21:00:00+00:00,17.0,17.801,88.36501,6,21,4,0
2016-06-03 22:00:00+00:00,11.0,17.201,91.189964,6,22,4,0
2016-06-03 23:00:00+00:00,16.0,16.901001,93.834274,6,23,4,0
2016-06-04 00:00:00+00:00,15.0,16.651001,95.33473,6,0,5,0
2016-06-04 01:00:00+00:00,21.0,16.251,96.54925,6,1,5,0
2016-06-04 02:00:00+00:00,24.0,16.001,97.47501,6,2,5,0
2016-06-04 03:00:00+00:00,14.0,16.001,97.78756,6,3,5,0
2016-06-04 04:00:00+00:00,21.0,16.101,96.85498,6,4,5,0
2016-06-04 05:00:00+00:00,22.0,16.001,97.47501,6,5,5,0
2016-06-04 06:00:00+00:00,16.0,15.851,98.09876,6,6,5,0
2016-06-04 07:00:00+00:00,16.0,16.001,98.73042,6,7,5,0
2016-06-04 08:00:00+00:00,10.0,16.001,97.47501,6,8,5,0
2016-06-04 09:00:00+00:00,9.0,15.901001,98.09947,6,9,5,0
2016-06-04 10:00:00+00:00,9.0,15.801001,98.412796,6,10,5,0
2016-06-04 11:00:00+00:00,10.0,15.951,97.474045,6,11,5,0
2016-06-04 12:00:00+00:00,13.0,16.301,94.7135,6,12,5,0
2016-06-04 13:00:00+00:00,20.0,16.901001,91.170494,6,13,5,0
2016-06-04 14:00:00+00:00,24.0,17.751,86.95835,6,14,5,0
2016-06-04 15:00:00+00:00,20.0,18.451,84.55978,6,15,5,0
2016-06-04 16:00:00+00:00,21.0,19.501,79.705185,6,16,5,0
2016-06-04 17:00:00+00:00,8.0,20.201,76.321,6,17,5,0
2016-06-04 18:00:00+00:00,15.0,20.251,76.085526,6,18,5,0
2016-06-04 19:00:00+00:00,8.0,18.901001,86.51405,6,19,5,0
2016-06-04 20:00:00+00:00,8.0,18.051,91.826225,6,20,5,0
2016-06-04 21:00:00+00:00,22.0,17.401001,94.756935,6,21,5,0
2016-06-04 22:00:00+00:00,29.0,17.201,95.65771,6,22,5,0
2016-06-04 23:00:00+00:00,35.0,17.201,96.26769,6,23,5,0
2016-06-05 00:00:00+00:00,34.0,17.251,96.26913,6,0,6,0
2016-06-05 01:00:00+00:00,47.0,17.301,96.57657,6,1,6,0
2016-06-05 02:00:00+00:00,29.0,17.301,98.43091,6,2,6,0
2016-06-05 03:00:00+00:00,27.0,17.251,98.43031,6,3,6,0
2016-06-05 04:00:00+00:00,25.0,17.301,98.43091,6,4,6,0
2016-06-05 05:00:00+00:00,25.0,17.251,98.11898,6,5,6,0
2016-06-05 06:00:00+00:00,21.0,17.151001,98.4291,6,6,6,0
2016-06-05 07:00:00+00:00,12.0,17.051,99.36853,6,7,6,0
2016-06-05 08:00:00+00:00,12.0,17.151001,99.68406,6,8,6,0
2016-06-05 09:00:00+00:00,12.0,17.151001,99.68406,6,9,6,0
2016-06-05 10:00:00+00:00,9.0,17.101,99.36878,6,10,6,0
2016-06-05 11:00:00+00:00,4.0,17.201,99.369255,6,11,6,0
2016-06-05 12:00:00+00:00,6.0,17.501,99.37072,6,12,6,0
2016-06-05 13:00:00+00:00,9.0,17.801,99.05953,6,13,6,0
2016-06-05 14:00:00+00:00,13.0,18.101,98.75064,6,14,6,0
2016-06-05 15:00:00+00:00,7.0,18.551,98.75489,6,15,6,0
2016-06-05 16:00:00+00:00,6.0,18.751,97.83331,6,16,6,0
2016-06-05 17:00:00+00:00,7.0,18.751,97.22186,6,17,6,0
2016-06-05 18:00:00+00:00,15.0,18.901001,96.31514,6,18,6,0
2016-06-05 19:00:00+00:00,7.0,18.651001,96.915085,6,19,6,0
2016-06-05 20:00:00+00:00,4.0,18.401001,98.13534,6,20,6,0
2016-06-05 21:00:00+00:00,13.0,18.251,98.44221,6,21,6,0
2016-06-05 22:00:00+00:00,12.0,18.251,98.44221,6,22,6,0
2016-06-05 23:00:00+00:00,11.0,18.301,97.82591,6,23,6,0
2016-06-06 00:00:00+00:00,10.0,18.351,97.82673,6,0,0,0
2016-06-06 01:00:00+00:00,20.0,18.751,96.613785,6,1,0,0
2016-06-06 02:00:00+00:00,14.0,19.051,96.01801,6,2,0,0
2016-06-06 03:00:00+00:00,14.0,19.201,96.02248,6,3,0,0
2016-06-06 04:00:00+00:00,12.0,19.201,96.323425,6,4,0,0
2016-06-06 05:00:00+00:00,9.0,18.901001,97.83576,6,5,0,0
2016-06-06 06:00:00+00:00,8.0,18.501,99.3755,6,6,0,0
2016-06-06 07:00:00+00:00,12.0,18.051,99.37335,6,7,0,0
2016-06-06 08:00:00+00:00,8.0,17.801,99.68564,6,8,0,0
2016-06-06 09:00:00+00:00,6.0,17.601,98.745865,6,9,0,0
2016-06-06 10:00:00+00:00,12.0,17.201,99.369255,6,10,0,0
2016-06-06 11:00:00+00:00,11.0,17.201,99.684204,6,11,0,0
2016-06-06 12:00:00+00:00,12.0,17.651001,98.74634,6,12,0,0
2016-06-06 13:00:00+00:00,13.0,18.351,99.06345,6,13,0,0
2016-06-06 14:00:00+00:00,16.0,19.101,97.22918,6,14,0,0
2016-06-06 15:00:00+00:00,15.0,19.701,93.66784,6,15,0,0
2016-06-06 16:00:00+00:00,18.0,20.701,88.05299,6,16,0,0
2016-06-06 17:00:00+00:00,12.0,21.001,87.2574,6,17,0,0
2016-06-06 18:00:00+00:00,15.0,21.151001,86.99901,6,18,0,0
2016-06-06 19:00:00+00:00,11.0,20.601,90.27339,6,19,0,0
2016-06-06 20:00:00+00:00,12.0,20.001,92.80847,6,20,0,0
2016-06-06 21:00:00+00:00,4.0,19.601,94.546265,6,21,0,0
2016-06-06 22:00:00+00:00,11.0,19.301,96.02545,6,22,0,0
2016-06-06 23:00:00+00:00,9.0,18.951,96.316536,6,23,0,0
2016-06-07 00:00:00+00:00,3.0,18.351,97.82673,6,0,1,0
2016-06-07 01:00:00+00:00,11.0,16.551,99.0505,6,1,1,0
2016-06-07 02:00:00+00:00,17.0,15.151,99.67916,6,2,1,0
2016-06-07 03:00:00+00:00,8.0,13.451,96.15978,6,3,1,0
2016-06-07 04:00:00+00:00,6.0,12.601,98.69663,6,4,1,0
2016-06-07 05:00:00+00:00,7.0,12.651,98.69713,6,5,1,0
2016-06-07 06:00:00+00:00,10.0,12.701,98.05206,6,6,1,0
2016-06-07 07:00:00+00:00,19.0,13.151,96.46663,6,7,1,0
2016-06-07 08:00:00+00:00,17.0,13.151,96.15094,6,8,1,0
2016-06-07 09:00:00+00:00,8.0,13.201,95.524,6,9,1,0
2016-06-07 10:00:00+00:00,9.0,13.251,95.5257,6,10,1,0
2016-06-07 11:00:00+00:00,7.0,13.501,94.290985,6,11,1,0
2016-06-07 12:00:00+00:00,5.0,13.651,93.375435,6,12,1,0
2016-06-07 13:00:00+00:00,12.0,13.851,92.17015,6,13,1,0
2016-06-07 14:00:00+00:00,8.0,14.751,87.81635,6,14,1,0
2016-06-07 15:00:00+00:00,6.0,14.901,86.97188,6,15,1,0
2016-06-07 16:00:00+00:00,7.0,14.801001,88.10858,6,16,1,0
2016-06-07 17:00:00+00:00,11.0,14.601,88.3802,6,17,1,0
2016-06-07 18:00:00+00:00,14.0,14.451,88.94854,6,18,1,0
2016-06-07 19:00:00+00:00,8.0,13.501,88.57811,6,19,1,0
2016-06-07 20:00:00+00:00,16.0,13.101,89.724396,6,20,1,0
2016-06-07 21:00:00+00:00,16.0,12.801001,90.89784,6,21,1,0
2016-06-07 22:00:00+00:00,12.0,12.651,92.099304,6,22,1,0
2016-06-07 23:00:00+00:00,12.0,12.551001,93.01211,6,23,1,0
2016-06-08 00:00:00+00:00,10.0,12.601,93.01476,6,0,2,0
2016-06-08 01:00:00+00:00,10.0,12.601,93.63151,6,1,2,0
2016-06-08 02:00:00+00:00,13.0,12.551001,94.24966,6,2,2,0
2016-06-08 03:00:00+00:00,23.0,12.501,94.55923,6,3,2,0
2016-06-08 04:00:00+00:00,19.0,12.501,94.55923,6,4,2,0
2016-06-08 05:00:00+00:00,19.0,12.501,94.247475,6,5,2,0
2016-06-08 06:00:00+00:00,17.0,12.351,94.86602,6,6,2,0
2016-06-08 07:00:00+00:00,19.0,12.201,92.37863,6,7,2,0
2016-06-08 08:00:00+00:00,22.0,11.901,93.90888,6,8,2,0
2016-06-08 09:00:00+00:00,16.0,11.701,94.52591,6,9,2,0
2016-06-08 10:00:00+00:00,11.0,11.501,95.7831,6,10,2,0
2016-06-08 11:00:00+00:00,5.0,11.951,89.337524,6,11,2,0
2016-06-08 12:00:00+00:00,4.0,12.951,78.50247,6,12,2,0
2016-06-08 13:00:00+00:00,13.0,13.901,72.56092,6,13,2,0
2016-06-08 14:00:00+00:00,14.0,15.101,66.698616,6,14,2,0
2016-06-08 15:00:00+00:00,10.0,16.051,62.129124,6,15,2,0
2016-06-08 16:00:00+00:00,6.0,16.701,59.41004,6,16,2,0
2016-06-08 17:00:00+00:00,11.0,17.201,57.557117,6,17,2,0
2016-06-08 18:00:00+00:00,13.0,17.301,56.426075,6,18,2,0
2016-06-08 19:00:00+00:00,18.0,16.201,58.887844,6,19,2,0
2016-06-08 20:00:00+00:00,17.0,15.601,62.446415,6,20,2,0
2016-06-08 21:00:00+00:00,19.0,14.351,72.1566,6,21,2,0
2016-06-08 22:00:00+00:00,16.0,12.901,84.49915,6,22,2,0
2016-06-08 23:00:00+00:00,20.0,12.201,84.42062,6,23,2,0
2016-06-09 00:00:00+00:00,20.0,11.601,86.94597,6,0,3,0
2016-06-09 01:00:00+00:00,28.0,10.901,89.55471,6,1,3,0
2016-06-09 02:00:00+00:00,30.0,10.451,89.822235,6,2,3,0
2016-06-09 03:00:00+00:00,28.0,10.101,90.40522,6,3,3,0
2016-06-09 04:00:00+00:00,36.0,9.501,90.977745,6,4,3,0
2016-06-09 05:00:00+00:00,38.0,9.051001,90.63746,6,5,3,0
2016-06-09 06:00:00+00:00,26.0,8.901,90.31793,6,6,3,0
2016-06-09 07:00:00+00:00,23.0,7.901,88.70283,6,7,3,0
2016-06-09 08:00:00+00:00,23.0,7.7510004,87.47241,6,8,3,0
2016-06-09 09:00:00+00:00,25.0,7.451,88.358,6,9,3,0
2016-06-09 10:00:00+00:00,26.0,7.151,91.44549,6,10,3,0
2016-06-09 11:00:00+00:00,7.0,8.651,93.11846,6,11,3,0
2016-06-09 12:00:00+00:00,7.0,10.951,85.139336,6,12,3,0
2016-06-09 13:00:00+00:00,8.0,12.101,79.71183,6,13,3,0
2016-06-09 14:00:00+00:00,11.0,13.001,74.63737,6,14,3,0
2016-06-09 15:00:00+00:00,7.0,13.701,71.55087,6,15,3,0
2016-06-09 16:00:00+00:00,17.0,14.251,69.277725,6,16,3,0
2016-06-09 17:00:00+00:00,19.0,14.401,67.230095,6,17,3,0
2016-06-09 18:00:00+00:00,9.0,14.301001,66.98158,6,18,3,0
2016-06-09 19:00:00+00:00,16.0,13.701,69.87508,6,19,3,0
2016-06-09 20:00:00+00:00,18.0,12.801001,74.602936,6,20,3,0
2016-06-09 21:00:00+00:00,21.0,11.201,83.17405,6,21,3,0
2016-06-09 22:00:00+00:00,16.0,10.101,88.286995,6,22,3,0
2016-06-09 23:00:00+00:00,16.0,9.251,92.519806,6,23,3,0
2016-06-10 00:00:00+00:00,10.0,8.601,95.038666,6,0,4,0
2016-06-10 01:00:00+00:00,23.0,8.101,96.32564,6,1,4,0
2016-06-10 02:00:00+00:00,28.0,7.551,97.30407,6,2,4,0
2016-06-10 03:00:00+00:00,27.818181818181817,7.0010004,98.63797,6,3,4,0
2016-06-10 04:00:00+00:00,27.636363636363637,7.1010003,98.301384,6,4,4,0
2016-06-10 05:00:00+00:00,27.454545454545453,6.7510004,98.97489,6,5,4,0
2016-06-10 06:00:00+00:00,27.272727272727273,6.7510004,99.31556,6,6,4,0
2016-06-10 07:00:00+00:00,27.09090909090909,6.301,99.31309,6,7,4,0
2016-06-10 08:00:00+00:00,26.90909090909091,6.1010003,97.948524,6,8,4,0
2016-06-10 09:00:00+00:00,26.727272727272727,6.0010004,96.59894,6,9,4,0
2016-06-10 10:00:00+00:00,26.545454545454547,5.6010003,97.26217,6,10,4,0
2016-06-10 11:00:00+00:00,26.363636363636363,7.0010004,94.32384,6,11,4,0
2016-06-10 12:00:00+00:00,26.181818181818183,8.951,88.79161,6,12,4,0
2016-06-10 13:00:00+00:00,26.0,11.101,82.04129,6,13,4,0
2016-06-10 14:00:00+00:00,34.0,13.801001,70.8476,6,14,4,0
2016-06-10 15:00:00+00:00,29.0,15.901001,59.822575,6,15,4,0
2016-06-10 16:00:00+00:00,31.0,17.201,51.62372,6,16,4,0
2016-06-10 17:00:00+00:00,19.0,17.801,46.40521,6,17,4,0
2016-06-10 18:00:00+00:00,20.0,17.701,43.87744,6,18,4,0
2016-06-10 19:00:00+00:00,27.0,16.451,49.33679,6,19,4,0
2016-06-10 20:00:00+00:00,21.0,14.951,60.413273,6,20,4,0
2016-06-10 21:00:00+00:00,11.0,13.201,72.43248,6,21,4,0
2016-06-10 22:00:00+00:00,15.0,11.551001,83.49783,6,22,4,0
2016-06-10 23:00:00+00:00,18.0,10.651,85.395874,6,23,4,0
2016-06-11 00:00:00+00:00,20.0,9.851,88.26517,6,0,5,0
2016-06-11 01:00:00+00:00,32.0,9.751,89.464355,6,1,5,0
2016-06-11 02:00:00+00:00,32.0,9.451,90.66575,6,2,5,0
2016-06-11 03:00:00+00:00,34.0,8.051001,94.36993,6,3,5,0
2016-06-11 04:00:00+00:00,33.0,7.301,94.662155,6,4,5,0
2016-06-11 05:00:00+00:00,24.0,7.051,93.67759,6,5,5,0
2016-06-11 06:00:00+00:00,20.0,6.951,92.06757,6,6,5,0
2016-06-11 07:00:00+00:00,33.0,7.5010004,90.214584,6,7,5,0
2016-06-11 08:00:00+00:00,34.0,7.651,88.68153,6,8,5,0
2016-06-11 09:00:00+00:00,36.0,7.551,88.06147,6,9,5,0
2016-06-11 10:00:00+00:00,31.0,6.901,88.92591,6,10,5,0
2016-06-11 11:00:00+00:00,18.0,7.3510003,87.73871,6,11,5,0
2016-06-11 12:00:00+00:00,12.0,9.901,75.13004,6,12,5,0
2016-06-11 13:00:00+00:00,17.0,11.201,71.07427,6,13,5,0
2016-06-11 14:00:00+00:00,12.0,12.051001,67.89247,6,14,5,0
2016-06-11 15:00:00+00:00,11.0,12.851,64.420166,6,15,5,0
2016-06-11 16:00:00+00:00,8.0,13.401,61.72142,6,16,5,0
2016-06-11 17:00:00+00:00,9.0,13.601,60.08809,6,17,5,0
2016-06-11 18:00:00+00:00,13.0,13.601,59.26313,6,18,5,0
2016-06-11 19:00:00+00:00,17.0,12.951,64.221085,6,19,5,0
2016-06-11 20:00:00+00:00,20.0,12.001,70.25745,6,20,5,0
2016-06-11 21:00:00+00:00,11.0,10.301001,79.45273,6,21,5,0
2016-06-11 22:00:00+00:00,16.0,8.901,86.3862,6,22,5,0
2016-06-11 23:00:00+00:00,16.0,8.101,90.25908,6,23,5,0
2016-06-12 00:00:00+00:00,21.0,7.3510003,93.692276,6,0,6,0
2016-06-12 01:00:00+00:00,26.0,6.7510004,95.62458,6,1,6,0
2016-06-12 02:00:00+00:00,29.0,6.551,96.28066,6,2,6,0
2016-06-12 03:00:00+00:00,32.0,6.551,96.94767,6,3,6,0
2016-06-12 04:00:00+00:00,24.0,6.701,97.62158,6,4,6,0
2016-06-12 05:00:00+00:00,25.0,6.451,98.97244,6,5,6,0
2016-06-12 06:00:00+00:00,27.0,6.051,99.31171,6,6,6,0
2016-06-12 07:00:00+00:00,23.0,5.201,99.307014,6,7,6,0
2016-06-12 08:00:00+00:00,32.0,5.051,99.306175,6,8,6,0
2016-06-12 09:00:00+00:00,35.0,4.8510003,99.30506,6,9,6,0
2016-06-12 10:00:00+00:00,28.0,4.801,98.95877,6,10,6,0
2016-06-12 11:00:00+00:00,28.0,5.0010004,98.96044,6,11,6,0
2016-06-12 12:00:00+00:00,14.0,6.0010004,96.26452,6,12,6,0
2016-06-12 13:00:00+00:00,8.0,7.8010006,87.78001,6,13,6,0
2016-06-12 14:00:00+00:00,15.0,10.301001,70.90001,6,14,6,0
2016-06-12 15:00:00+00:00,14.0,12.201,56.291645,6,15,6,0
2016-06-12 16:00:00+00:00,8.0,13.301001,51.104824,6,16,6,0
2016-06-12 17:00:00+00:00,9.0,13.701,50.854958,6,17,6,0
2016-06-12 18:00:00+00:00,7.0,13.551001,53.002304,6,18,6,0
2016-06-12 19:00:00+00:00,16.0,12.851,56.855034,6,19,6,0
2016-06-12 20:00:00+00:00,15.0,11.401,66.59228,6,20,6,0
2016-06-12 21:00:00+00:00,4.0,9.651,76.13537,6,21,6,0
2016-06-12 22:00:00+00:00,15.0,8.501,83.12924,6,22,6,0
2016-06-12 23:00:00+00:00,11.0,7.5010004,88.97601,6,23,6,0
2016-06-13 00:00:00+00:00,12.0,6.6010003,92.366066,6,0,0,0
2016-06-13 01:00:00+00:00,25.0,5.701,94.595055,6,1,0,0
2016-06-13 02:00:00+00:00,28.0,5.2510004,95.23941,6,2,0,0
2016-06-13 03:00:00+00:00,19.0,4.7510004,96.22741,6,3,0,0
2016-06-13 04:00:00+00:00,25.0,4.1010003,96.88776,6,4,0,0
2016-06-13 05:00:00+00:00,19.0,3.3009999,97.556244,6,5,0,0
2016-06-13 06:00:00+00:00,13.0,3.001,95.83328,6,6,0,0
2016-06-13 07:00:00+00:00,10.0,2.701,89.84773,6,7,0,0
2016-06-13 08:00:00+00:00,12.0,2.701,85.1228,6,8,0,0
2016-06-13 09:00:00+00:00,11.0,2.651,82.98788,6,9,0,0
2016-06-13 10:00:00+00:00,13.0,2.501,83.876495,6,10,0,0
2016-06-13 11:00:00+00:00,2.0,4.651,79.45848,6,11,0,0
2016-06-13 12:00:00+00:00,7.0,7.701,69.64261,6,12,0,0
2016-06-13 13:00:00+00:00,13.0,9.851,64.4167,6,13,0,0
2016-06-13 14:00:00+00:00,10.0,11.151,62.268883,6,14,0,0
2016-06-13 15:00:00+00:00,11.0,12.201,60.165825,6,15,0,0
2016-06-13 16:00:00+00:00,6.0,13.001,58.501987,6,16,0,0
2016-06-13 17:00:00+00:00,9.0,13.451,57.805866,6,17,0,0
2016-06-13 18:00:00+00:00,17.0,13.501,58.22107,6,18,0,0
2016-06-13 19:00:00+00:00,19.0,12.901,65.3243,6,19,0,0
2016-06-13 20:00:00+00:00,16.0,11.601,73.88754,6,20,0,0
2016-06-13 21:00:00+00:00,8.0,10.001,82.74426,6,21,0,0
2016-06-13 22:00:00+00:00,18.0,9.001,88.19047,6,22,0,0
