time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2026-06-05 05:00:00-03:00,12.85,97.413216,0.0,4.412754
2026-06-05 06:00:00-03:00,12.45,98.3712,0.0,4.353619
2026-06-05 07:00:00-03:00,12.25,98.69306,0.0,4.6834598
2026-06-05 08:00:00-03:00,12.8,93.95038,0.0,4.3832865
2026-06-05 09:00:00-03:00,14.4,88.65334,0.0,4.1046314
2026-06-05 10:00:00-03:00,16.7,74.279434,0.0,6.698806
2026-06-05 11:00:00-03:00,18.05,64.69946,0.0,7.989243
2026-06-05 12:00:00-03:00,19.5,55.47857,0.0,8.777653
2026-06-05 13:00:00-03:00,20.1,53.631104,0.0,7.4672885
2026-06-05 14:00:00-03:00,20.3,53.68284,0.0,6.341009
2026-06-05 15:00:00-03:00,20.55,54.828373,0.0,7.3469996
2026-06-05 16:00:00-03:00,19.35,59.84618,0.0,10.99769
2026-06-05 17:00:00-03:00,16.8,74.541214,0.0,11.753877
2026-06-05 18:00:00-03:00,15.6,84.79662,0.0,7.889258
2026-06-05 19:00:00-03:00,14.95,89.27976,0.0,7.4128532
2026-06-05 20:00:00-03:00,14.4,92.503586,0.0,6.090812
2026-06-05 21:00:00-03:00,14.9,89.86018,0.0,7.7900705
2026-06-05 22:00:00-03:00,14.5,91.30996,0.0,4.3498964
2026-06-05 23:00:00-03:00,14.0,94.312546,0.0,1.7076298
2026-06-06 00:00:00-03:00,13.7,95.853615,0.0,1.9881649
2026-06-06 01:00:00-03:00,13.45,96.790634,0.0,4.143911
2026-06-06 02:00:00-03:00,13.0,99.34846,0.0,5.0816135
2026-06-06 03:00:00-03:00,12.55,99.67261,0.0,2.0364676
2026-06-06 04:00:00-03:00,12.25,99.67184,0.0,1.4058449
2026-06-06 05:00:00-03:00,12.2,97.40019,0.0,2.97953
2026-06-06 06:00:00-03:00,11.95,95.16513,0.0,4.1085763
2026-06-06 07:00:00-03:00,11.65,93.89721,0.0,4.846648
2026-06-06 08:00:00-03:00,12.35,89.96566,0.0,4.5322843
2026-06-06 09:00:00-03:00,13.75,86.575905,0.0,5.6920996
2026-06-06 10:00:00-03:00,15.6,77.34764,0.0,4.669604
2026-06-06 11:00:00-03:00,17.45,69.67797,0.0,4.755544
2026-06-06 12:00:00-03:00,19.2,60.607853,0.0,5.6233797
2026-06-06 13:00:00-03:00,20.45,54.079914,0.0,6.489992
2026-06-06 14:00:00-03:00,21.1,50.257755,0.0,7.729527
2026-06-06 15:00:00-03:00,21.6,46.824215,0.0,8.797931
2026-06-06 16:00:00-03:00,20.75,48.837418,0.0,10.404249
2026-06-06 17:00:00-03:00,19.3,55.98587,0.0,9.187056
2026-06-06 18:00:00-03:00,17.65,64.611855,0.0,6.552099
2026-06-06 19:00:00-03:00,16.35,71.09552,0.0,4.942631
2026-06-06 20:00:00-03:00,15.45,76.055626,0.0,4.896529
2026-06-06 21:00:00-03:00,14.9,82.52026,0.0,4.3498964
2026-06-06 22:00:00-03:00,14.0,84.621284,0.0,4.510787
2026-06-06 23:00:00-03:00,13.6,85.422424,0.0,4.3536186
2026-06-07 00:00:00-03:00,13.15,86.804825,0.0,3.7064266
2026-06-07 01:00:00-03:00,12.7,88.805016,0.0,3.096837
2026-06-07 02:00:00-03:00,12.3,89.66309,0.0,3.4388947
2026-06-07 03:00:00-03:00,11.8,90.829384,0.0,4.1085763
2026-06-07 04:00:00-03:00,11.05,92.312,0.0,4.4456716
2026-06-07 05:00:00-03:00,10.65,94.16558,0.0,4.39436
2026-06-07 06:00:00-03:00,10.35,94.78665,0.0,3.8939953
2026-06-07 07:00:00-03:00,10.2,95.09966,0.0,3.244996
2026-06-07 08:00:00-03:00,11.85,89.329506,0.0,4.2671766
2026-06-07 09:00:00-03:00,14.35,79.49918,0.0,2.19718
2026-06-07 10:00:00-03:00,16.95,68.664276,0.0,2.5959969
2026-06-07 11:00:00-03:00,18.8,57.37464,0.0,2.6758924
2026-06-07 12:00:00-03:00,19.9,51.642548,0.0,2.1749482
2026-06-07 13:00:00-03:00,20.7,45.18006,0.0,1.9386592
2026-06-07 14:00:00-03:00,21.15,39.404892,0.0,2.3400002
2026-06-07 15:00:00-03:00,21.75,33.539642,0.0,3.2048087
2026-06-07 16:00:00-03:00,21.5,36.628036,0.0,3.710795
2026-06-07 17:00:00-03:00,20.5,52.496952,0.0,0.40249225
2026-06-07 18:00:00-03:00,18.35,57.071384,0.0,4.471107
2026-06-07 19:00:00-03:00,16.4,78.751236,0.0,4.6102495
2026-06-07 20:00:00-03:00,15.35,84.49243,0.0,2.7475805
2026-06-07 21:00:00-03:00,14.55,91.31319,0.0,2.0523157
2026-06-07 22:00:00-03:00,14.1,93.09324,0.0,1.3708391
2026-06-07 23:00:00-03:00,13.7,95.229324,0.0,2.4149535
2026-06-08 00:00:00-03:00,13.3,96.786934,0.0,1.9469976
2026-06-08 01:00:00-03:00,13.05,96.4639,0.0,1.659518
2026-06-08 02:00:00-03:00,12.75,96.1391,0.0,1.26
2026-06-08 03:00:00-03:00,12.3,96.44346,0.0,1.8
2026-06-08 04:00:00-03:00,11.95,94.85026,0.0,1.8
2026-06-08 05:00:00-03:00,11.65,93.89721,0.0,1.2979984
2026-06-08 06:00:00-03:00,11.25,94.82256,0.0,1.3104197
2026-06-08 07:00:00-03:00,10.45,100.0,0.0,1.835647
2026-06-08 08:00:00-03:00,11.6,95.46876,0.0,3.219938
2026-06-08 09:00:00-03:00,13.15,93.96641,0.0,2.0991426
2026-06-08 10:00:00-03:00,15.65,81.003395,0.0,2.8174455
2026-06-08 11:00:00-03:00,18.55,63.11844,0.0,2.968636
2026-06-08 12:00:00-03:00,20.75,48.510624,0.0,4.2481523
2026-06-08 13:00:00-03:00,21.95,40.86583,0.0,6.9480934
2026-06-08 14:00:00-03:00,22.5,39.78954,0.0,7.386582
2026-06-08 15:00:00-03:00,23.05,37.19775,0.0,8.244708
2026-06-08 16:00:00-03:00,22.3,39.597824,0.0,8.996398
2026-06-08 17:00:00-03:00,20.65,49.1391,0.0,6.8612823
2026-06-08 18:00:00-03:00,18.6,60.065712,0.0,5.4119864
2026-06-08 19:00:00-03:00,17.6,66.77904,0.0,4.5891175
2026-06-08 20:00:00-03:00,16.5,74.982285,0.0,4.3536186
2026-06-08 21:00:00-03:00,15.75,77.88267,0.0,3.8856654
2026-06-08 22:00:00-03:00,14.9,80.10554,0.0,3.6
2026-06-08 23:00:00-03:00,14.25,83.26206,0.0,2.1674871
2026-06-09 00:00:00-03:00,13.6,86.56126,0.0,2.5071096
2026-06-09 01:00:00-03:00,13.2,88.26013,0.0,1.2074767
2026-06-09 02:00:00-03:00,12.9,88.23418,0.0,3.9763298
2026-06-09 03:00:00-03:00,12.6,89.09233,0.0,3.8647635
2026-06-09 04:00:00-03:00,12.15,87.581985,0.0,4.3349743
2026-06-09 05:00:00-03:00,12.0,86.6934,0.0,4.6102495
2026-06-09 06:00:00-03:00,11.75,87.54536,0.0,4.293669
2026-06-09 07:00:00-03:00,11.9,86.10428,0.0,4.755544
2026-06-09 08:00:00-03:00,13.35,82.05296,0.0,6.5223618
2026-06-09 09:00:00-03:00,15.7,71.92419,0.0,3.9477081
2026-06-09 10:00:00-03:00,18.2,62.83067,0.0,4.991553
2026-06-09 11:00:00-03:00,20.3,54.401943,0.0,8.714677
2026-06-09 12:00:00-03:00,21.55,49.381966,0.0,10.626099
2026-06-09 13:00:00-03:00,22.45,42.27321,0.0,12.413477
2026-06-09 14:00:00-03:00,22.6,41.188858,0.0,11.672275
2026-06-09 15:00:00-03:00,22.45,41.565838,0.0,9.12513
2026-06-09 16:00:00-03:00,21.85,43.994774,0.0,8.626865
2026-06-09 17:00:00-03:00,20.45,53.188015,0.0,4.829907
2026-06-09 18:00:00-03:00,18.8,61.729313,0.0,3.8939953
2026-06-09 19:00:00-03:00,17.8,66.82089,0.0,2.8856194
2026-06-09 20:00:00-03:00,16.7,73.54944,0.0,3.8183763
2026-06-09 21:00:00-03:00,16.1,77.17059,0.0,4.6102495
2026-06-09 22:00:00-03:00,16.1,73.68721,0.0,5.2323985
2026-06-09 23:00:00-03:00,15.5,76.06373,0.0,3.4623692
2026-06-10 00:00:00-03:00,14.9,79.05247,0.0,1.8532133
2026-06-10 01:00:00-03:00,14.3,82.44585,0.0,1.659518
2026-06-10 02:00:00-03:00,13.85,84.04608,0.0,1.8532133
2026-06-10 03:00:00-03:00,13.25,88.55699,0.0,1.659518
2026-06-10 04:00:00-03:00,12.95,87.65477,0.0,1.2074767
2026-06-10 05:00:00-03:00,12.85,87.93735,0.0,0.6489992
2026-06-10 06:00:00-03:00,12.9,90.904564,0.0,0.742159
2026-06-10 07:00:00-03:00,12.9,91.50756,0.0,0.40249225
2026-06-10 08:00:00-03:00,14.25,86.91013,0.0,1.9469976
2026-06-10 09:00:00-03:00,15.9,81.56904,0.0,0.9693296
2026-06-10 10:00:00-03:00,18.0,70.93883,0.0,2.657668
2026-06-10 11:00:00-03:00,19.7,61.328083,0.0,2.907989
2026-06-10 12:00:00-03:00,21.1,53.180065,0.0,1.8532133
2026-06-10 13:00:00-03:00,21.95,49.48947,0.0,0.0
2026-06-10 14:00:00-03:00,22.35,48.458923,0.0,1.26
2026-06-10 15:00:00-03:00,22.75,47.610962,0.0,4.2366967
2026-06-10 16:00:00-03:00,22.25,48.754654,0.0,5.771239
2026-06-10 17:00:00-03:00,17.95,83.42634,0.0,13.0806875
2026-06-10 18:00:00-03:00,16.6,91.444145,0.0,7.0843205
2026-06-10 19:00:00-03:00,16.95,89.72323,0.1,5.8852015
2026-06-10 20:00:00-03:00,16.7,91.744354,0.4,4.2175345
2026-06-10 21:00:00-03:00,16.3,95.32238,0.2,2.0523157
2026-06-10 22:00:00-03:00,16.25,96.5492,1.9,2.6999998
2026-06-10 23:00:00-03:00,16.25,97.4798,0.7,1.0495713
2026-06-11 00:00:00-03:00,16.25,97.4798,0.2,2.1068459
2026-06-11 01:00:00-03:00,16.4,96.862114,0.8,3.7842832
2026-06-11 02:00:00-03:00,16.3,95.628136,1.2,4.5891175
2026-06-11 03:00:00-03:00,15.7,93.17561,0.9,7.256032
2026-06-11 04:00:00-03:00,15.45,92.86206,2.1,7.329338
2026-06-11 05:00:00-03:00,15.3,93.45711,1.2,6.7853074
2026-06-11 06:00:00-03:00,15.05,94.0524,0.8,6.763786
2026-06-11 07:00:00-03:00,14.95,94.35322,0.6,6.489992
2026-06-11 08:00:00-03:00,15.15,94.36174,0.6,6.689125
2026-06-11 09:00:00-03:00,16.15,94.101326,0.2,5.0142193
2026-06-11 10:00:00-03:00,16.7,92.03908,0.2,6.1226463
2026-06-11 11:00:00-03:00,17.4,85.53939,0.2,9.957108
2026-06-11 12:00:00-03:00,18.4,77.02481,0.1,11.605464
2026-06-11 13:00:00-03:00,19.05,71.83232,0.0,10.908951
2026-06-11 14:00:00-03:00,18.55,74.35262,0.0,9.614426
2026-06-11 15:00:00-03:00,18.7,76.82292,0.0,6.1305785
2026-06-11 16:00:00-03:00,18.45,78.28664,0.0,4.5
2026-06-11 17:00:00-03:00,18.1,82.37827,0.0,2.0523157
2026-06-11 18:00:00-03:00,17.2,84.4225,0.0,1.0182338
2026-06-11 19:00:00-03:00,16.65,86.01657,0.0,3.4763772
2026-06-11 20:00:00-03:00,16.2,88.515045,0.0,4.5572357
2026-06-11 21:00:00-03:00,16.5,90.268875,0.0,4.613762
2026-06-11 22:00:00-03:00,15.95,91.402954,0.0,4.175069
2026-06-11 23:00:00-03:00,15.6,91.973854,0.0,4.6834598
2026-06-12 00:00:00-03:00,15.3,91.955956,0.0,5.5829024
2026-06-12 01:00:00-03:00,14.9,91.33578,0.0,4.3349743
2026-06-12 02:00:00-03:00,14.65,91.022316,0.0,4.0449963
2026-06-12 03:00:00-03:00,14.5,91.60847,0.0,4.323748
2026-06-12 04:00:00-03:00,14.7,87.81183,0.0,6.1437774
2026-06-12 05:00:00-03:00,14.65,84.97193,0.0,5.634891
2026-06-12 06:00:00-03:00,14.35,84.65989,0.0,4.896529
2026-06-12 07:00:00-03:00,14.75,83.32151,0.0,7.3094187
2026-06-12 08:00:00-03:00,16.45,77.7332,0.0,9.979859
2026-06-12 09:00:00-03:00,16.2,85.41491,0.0,6.4799995
2026-06-12 10:00:00-03:00,16.3,90.254585,2.9,9.47012
2026-06-12 11:00:00-03:00,17.9,86.41738,0.2,11.605464
2026-06-12 12:00:00-03:00,18.65,80.099915,0.2,18.75631
2026-06-12 13:00:00-03:00,19.1,79.14045,0.8,21.096123
2026-06-12 14:00:00-03:00,19.95,73.87397,0.6,21.426807
2026-06-12 15:00:00-03:00,20.1,75.81852,0.0,22.17144
2026-06-12 16:00:00-03:00,20.1,78.27856,0.0,17.660192
2026-06-12 17:00:00-03:00,19.4,81.75227,0.0,20.073025
2026-06-12 18:00:00-03:00,18.65,84.31186,0.0,20.570463
2026-06-12 19:00:00-03:00,18.1,86.16082,0.0,19.08
2026-06-12 20:00:00-03:00,18.25,87.004906,0.0,20.819393
2026-06-12 21:00:00-03:00,19.15,84.63572,0.0,15.629971
2026-06-12 22:00:00-03:00,18.8,86.229706,0.0,14.896563
2026-06-12 23:00:00-03:00,18.45,87.8587,0.0,18.022486
2026-06-13 00:00:00-03:00,17.6,89.77185,0.0,14.356058
2026-06-13 01:00:00-03:00,17.75,88.6436,0.0,14.4
2026-06-13 02:00:00-03:00,17.65,89.489334,0.0,11.091564
2026-06-13 03:00:00-03:00,17.6,87.22341,0.0,12.456468
2026-06-13 04:00:00-03:00,16.75,89.13292,0.0,9.187056
2026-06-13 05:00:00-03:00,16.5,88.5401,0.0,10.233123
2026-06-13 06:00:00-03:00,16.2,89.956635,0.1,12.669238
2026-06-13 07:00:00-03:00,16.15,89.952965,0.1,12.641076
2026-06-13 08:00:00-03:00,16.5,90.268875,0.0,11.605464
2026-06-13 09:00:00-03:00,18.0,87.53929,0.0,13.874019
2026-06-13 10:00:00-03:00,18.55,84.8411,0.1,13.934605
2026-06-13 11:00:00-03:00,19.6,78.95874,0.1,16.056362
2026-06-13 12:00:00-03:00,20.65,72.81982,0.0,16.037182
2026-06-13 13:00:00-03:00,21.55,67.16,0.0,15.281989
2026-06-13 14:00:00-03:00,21.7,65.485664,0.1,14.028457
2026-06-13 15:00:00-03:00,21.6,65.46444,0.1,14.25641
2026-06-13 16:00:00-03:00,20.7,69.85335,0.0,14.982228
2026-06-13 17:00:00-03:00,19.4,78.17545,0.0,12.313894
2026-06-13 18:00:00-03:00,18.3,83.734985,0.0,9.840914
2026-06-13 19:00:00-03:00,17.45,89.18816,0.0,6.048107
2026-06-13 20:00:00-03:00,17.05,90.88866,0.0,7.1684303
2026-06-13 21:00:00-03:00,17.25,91.48508,0.0,12.514855
2026-06-13 22:00:00-03:00,16.6,93.52041,0.1,9.931042
2026-06-13 23:00:00-03:00,16.35,93.50829,0.0,7.562142
2026-06-14 00:00:00-03:00,16.05,94.70351,0.0,5.7628117
2026-06-14 01:00:00-03:00,16.05,95.31355,0.0,4.542994
2026-06-14 02:00:00-03:00,16.3,95.32238,0.0,4.752136
2026-06-14 03:00:00-03:00,16.55,97.7968,0.0,6.989936
2026-06-14 04:00:00-03:00,16.6,97.48651,0.0,2.995797
2026-06-14 05:00:00-03:00,16.65,97.17735,0.0,3.2846913
2026-06-14 06:00:00-03:00,16.85,97.1816,0.3,4.452954
2026-06-14 07:00:00-03:00,16.95,97.18376,0.3,6.66
2026-06-14 08:00:00-03:00,17.3,96.270515,0.1,7.2359104
2026-06-14 09:00:00-03:00,18.15,89.812775,0.1,8.78872
2026-06-14 10:00:00-03:00,19.65,78.212364,0.2,12.284918
2026-06-14 11:00:00-03:00,20.5,72.32788,0.2,12.886039
2026-06-14 12:00:00-03:00,20.95,72.17738,0.1,11.091564
2026-06-14 13:00:00-03:00,21.15,70.615074,0.0,10.571074
2026-06-14 14:00:00-03:00,21.65,68.266075,0.0,12.242646
2026-06-14 15:00:00-03:00,21.1,70.37983,0.0,11.975074
2026-06-14 16:00:00-03:00,20.8,71.91968,0.0,10.650465
2026-06-14 17:00:00-03:00,19.85,77.99231,0.0,7.0199995
2026-06-14 18:00:00-03:00,19.35,81.22615,0.0,6.6405115
2026-06-14 19:00:00-03:00,19.0,85.1597,0.1,6.9247384
2026-06-14 20:00:00-03:00,18.4,88.69689,0.2,6.4096174
2026-06-14 21:00:00-03:00,17.1,95.04735,0.0,5.8104043
2026-06-14 22:00:00-03:00,16.4,95.021255,0.6,6.0347
2026-06-14 23:00:00-03:00,16.1,95.62149,0.4,3.148714
2026-06-15 00:00:00-03:00,16.35,95.93623,0.7,2.8460498
2026-06-15 01:00:00-03:00,16.45,96.863304,3.5,3.7971036
2026-06-15 02:00:00-03:00,16.35,96.551834,5.1,4.73506
2026-06-15 03:00:00-03:00,16.45,97.48362,0.5,5.637765
2026-06-15 04:00:00-03:00,16.3,97.48076,2.2,5.402999
2026-06-15 05:00:00-03:00,16.0,98.415215,2.6,6.2067385
2026-06-15 06:00:00-03:00,15.75,98.09729,0.5,5.020677
2026-06-15 07:00:00-03:00,15.95,96.85137,0.4,4.6730714
2026-06-15 08:00:00-03:00,15.95,95.923935,0.3,6.5049515
2026-06-15 09:00:00-03:00,16.1,93.19596,0.1,6.924738
2026-06-15 10:00:00-03:00,16.4,90.55296,0.2,9.3962755
2026-06-15 11:00:00-03:00,16.55,88.25909,0.1,10.144082
2026-06-15 12:00:00-03:00,16.25,88.519226,0.2,9.021574
2026-06-15 13:00:00-03:00,16.3,87.10315,0.2,8.587338
2026-06-15 14:00:00-03:00,16.35,85.98644,0.1,8.942214
2026-06-15 15:00:00-03:00,15.7,89.33859,0.1,9.039514
2026-06-15 16:00:00-03:00,15.45,91.667564,0.7,9.422101
2026-06-15 17:00:00-03:00,15.2,92.248695,0.2,8.942214
2026-06-15 18:00:00-03:00,14.9,94.96458,0.8,8.163749
2026-06-15 19:00:00-03:00,14.7,96.50828,1.0,6.151683
2026-06-15 20:00:00-03:00,14.75,95.26723,0.4,6.198903
2026-06-15 21:00:00-03:00,14.95,95.58321,0.2,7.8954163
2026-06-15 22:00:00-03:00,14.8,95.88821,0.0,7.8583965
2026-06-15 23:00:00-03:00,14.65,96.1948,0.1,7.229191
2026-06-16 00:00:00-03:00,14.55,95.88039,0.0,6.8541956
2026-06-16 01:00:00-03:00,14.5,95.56807,0.0,6.3639607
2026-06-16 02:00:00-03:00,14.45,94.63918,0.0,7.353611
2026-06-16 03:00:00-03:00,14.5,94.94928,0.0,7.289444
2026-06-16 04:00:00-03:00,14.35,95.87411,0.0,7.570707
2026-06-16 05:00:00-03:00,14.5,94.334,0.0,7.3799996
2026-06-16 06:00:00-03:00,14.45,94.33186,0.0,6.341009
2026-06-16 07:00:00-03:00,14.25,94.63105,0.0,5.5799994
2026-06-16 08:00:00-03:00,14.4,93.10881,0.0,6.12
2026-06-16 09:00:00-03:00,15.0,90.16085,0.0,8.885877
2026-06-16 10:00:00-03:00,15.5,87.02832,0.0,9.044888
2026-06-16 11:00:00-03:00,15.5,85.90058,0.0,8.649369
2026-06-16 12:00:00-03:00,15.9,83.18506,0.0,7.256032
2026-06-16 13:00:00-03:00,16.35,80.83164,0.0,5.6521144
2026-06-16 14:00:00-03:00,17.0,78.071,0.0,2.968636
2026-06-16 15:00:00-03:00,17.45,76.626724,0.0,3.3481934
2026-06-16 16:00:00-03:00,17.55,76.39327,0.0,5.728979
2026-06-16 17:00:00-03:00,16.6,82.99794,0.0,6.384293
2026-06-16 18:00:00-03:00,15.25,91.95294,0.0,6.3690495
2026-06-16 19:00:00-03:00,14.65,95.26364,0.0,5.896202
2026-06-16 20:00:00-03:00,14.5,95.87882,0.0,5.293959
2026-06-16 21:00:00-03:00,14.85,91.6303,0.0,3.9640884
2026-06-16 22:00:00-03:00,14.7,92.21972,0.0,3.3043609
2026-06-16 23:00:00-03:00,14.65,91.916916,0.0,2.52
2026-06-17 00:00:00-03:00,14.2,92.79496,0.0,1.6981165
2026-06-17 01:00:00-03:00,13.8,93.38289,0.0,1.3708391
2026-06-17 02:00:00-03:00,13.35,94.59427,0.0,0.8049845
2026-06-17 03:00:00-03:00,12.4,99.019516,0.0,0.56920993
2026-06-17 04:00:00-03:00,11.8,100.0,0.0,0.6489992
2026-06-17 05:00:00-03:00,11.55,100.0,0.0,1.7076298
2026-06-17 06:00:00-03:00,11.65,99.6703,0.0,2.0991426
2026-06-17 07:00:00-03:00,11.9,96.43247,0.0,1.0948973
2026-06-17 08:00:00-03:00,11.8,98.03839,0.0,0.40249225
2026-06-17 09:00:00-03:00,13.35,91.536125,0.0,1.08
2026-06-17 10:00:00-03:00,14.55,82.749725,0.0,3.06
2026-06-17 11:00:00-03:00,15.85,76.120445,0.0,3.4247334
2026-06-17 12:00:00-03:00,16.8,68.86225,0.0,2.7534704
2026-06-17 13:00:00-03:00,17.8,57.126125,0.0,2.2768397
2026-06-17 14:00:00-03:00,18.45,51.78081,0.0,2.1068459
2026-06-17 15:00:00-03:00,19.2,45.53318,0.0,3.244996
2026-06-17 16:00:00-03:00,19.2,49.41081,0.0,2.8460498
2026-06-17 17:00:00-03:00,18.45,60.230263,0.0,1.781909
2026-06-17 18:00:00-03:00,16.35,78.48632,0.0,9.5196
2026-06-17 19:00:00-03:00,15.2,93.15004,0.0,7.327127
2026-06-17 20:00:00-03:00,14.45,95.25645,0.0,5.5596404
2026-06-17 21:00:00-03:00,13.35,96.15681,0.0,5.3939967
2026-06-17 22:00:00-03:00,12.4,96.7646,0.0,4.327493
2026-06-17 23:00:00-03:00,11.75,97.39111,0.0,3.7585104
2026-06-18 00:00:00-03:00,11.35,99.34001,0.0,3.362677
2026-06-18 01:00:00-03:00,11.15,100.0,0.0,2.9024127
2026-06-18 02:00:00-03:00,11.1,99.33871,0.0,2.8001428
2026-06-18 03:00:00-03:00,11.5,98.03382,0.0,4.752136
2026-06-18 04:00:00-03:00,11.3,97.70589,0.0,4.3349743
2026-06-18 05:00:00-03:00,11.6,96.10478,0.0,6.522361
