time,MP2.5,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2026-06-24 06:00:00+00:00,0.0,12.65,95.5051,0.4,6.391901
2026-06-24 07:00:00+00:00,0.0,12.5,96.44892,0.8,6.698806
2026-06-24 08:00:00+00:00,0.0,12.5,96.13168,0.9,7.247096
2026-06-24 09:00:00+00:00,0.0,12.2,95.80571,1.4,8.849339
2026-06-24 10:00:00+00:00,0.0,12.2,95.80571,1.4,6.151683
2026-06-24 11:00:00+00:00,0.3,12.3,96.12573,1.5,7.247096
2026-06-24 12:00:00+00:00,0.3,12.9,93.954956,1.8,8.827344
2026-06-24 13:00:00+00:00,0.0,12.85,94.26272,1.5,6.698806
2026-06-24 14:00:00+00:00,0.5,13.55,90.05474,0.5,8.574123
2026-06-24 15:00:00+00:00,0.0,14.85,83.60804,0.1,7.8149853
2026-06-24 16:00:00+00:00,0.0,14.75,84.425766,0.3,6.552099
2026-06-24 17:00:00+00:00,0.1,14.05,89.50202,0.5,6.9550843
2026-06-24 18:00:00+00:00,0.6,14.1,85.193275,0.2,4.965521
2026-06-24 19:00:00+00:00,0.0,13.55,87.99921,0.1,6.302571
2026-06-24 20:00:00+00:00,0.0,13.0,90.911354,0.0,5.4149795
2026-06-24 21:00:00+00:00,0.3,12.8,91.80423,0.0,5.2323985
2026-06-24 22:00:00+00:00,1.6,12.6,93.014694,0.0,5.9617786
2026-06-24 23:00:00+00:00,2.9,12.55,93.01205,0.0,6.015878
2026-06-25 00:00:00+00:00,4.1,12.2,93.92274,0.1,6.502461
