location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
6139516,"São Paulo","pm1",23.7,"µg/m³","2026-05-27T08:00:00Z","2026-05-27T05:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",25.6,"µg/m³","2026-05-27T09:00:00Z","2026-05-27T06:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",26.8,"µg/m³","2026-05-27T10:00:00Z","2026-05-27T07:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",27.4,"µg/m³","2026-05-27T11:00:00Z","2026-05-27T08:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",26.2,"µg/m³","2026-05-27T12:00:00Z","2026-05-27T09:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",9.3,"µg/m³","2026-05-27T13:00:00Z","2026-05-27T10:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",4.1,"µg/m³","2026-05-27T14:00:00Z","2026-05-27T11:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",4.3,"µg/m³","2026-05-27T15:00:00Z","2026-05-27T12:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",3.8,"µg/m³","2026-05-27T16:00:00Z","2026-05-27T13:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",2,"µg/m³","2026-05-27T17:00:00Z","2026-05-27T14:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-27T18:00:00Z","2026-05-27T15:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.1,"µg/m³","2026-05-27T19:00:00Z","2026-05-27T16:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-27T20:00:00Z","2026-05-27T17:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.6,"µg/m³","2026-05-27T21:00:00Z","2026-05-27T18:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.8,"µg/m³","2026-05-27T22:00:00Z","2026-05-27T19:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-27T23:00:00Z","2026-05-27T20:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.3,"µg/m³","2026-05-28T00:00:00Z","2026-05-27T21:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T01:00:00Z","2026-05-27T22:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T02:00:00Z","2026-05-27T23:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.1,"µg/m³","2026-05-28T03:00:00Z","2026-05-28T00:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0.4,"µg/m³","2026-05-28T04:00:00Z","2026-05-28T01:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T05:00:00Z","2026-05-28T02:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T06:00:00Z","2026-05-28T03:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T07:00:00Z","2026-05-28T04:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T08:00:00Z","2026-05-28T05:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T09:00:00Z","2026-05-28T06:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T10:00:00Z","2026-05-28T07:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T11:00:00Z","2026-05-28T08:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T12:00:00Z","2026-05-28T09:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T13:00:00Z","2026-05-28T10:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T14:00:00Z","2026-05-28T11:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T15:00:00Z","2026-05-28T12:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",0,"µg/m³","2026-05-28T16:00:00Z","2026-05-28T13:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",2,"µg/m³","2026-05-28T17:00:00Z","2026-05-28T14:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",4.8,"µg/m³","2026-05-28T18:00:00Z","2026-05-28T15:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",2.5,"µg/m³","2026-05-28T19:00:00Z","2026-05-28T16:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",3.8,"µg/m³","2026-05-28T20:00:00Z","2026-05-28T17:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",8.4,"µg/m³","2026-05-28T21:00:00Z","2026-05-28T18:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",5.6,"µg/m³","2026-05-28T22:00:00Z","2026-05-28T19:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",1.8,"µg/m³","2026-05-28T23:00:00Z","2026-05-28T20:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",6.9,"µg/m³","2026-05-29T00:00:00Z","2026-05-28T21:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",7,"µg/m³","2026-05-29T01:00:00Z","2026-05-28T22:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
6139516,"São Paulo","pm1",5.6,"µg/m³","2026-05-29T02:00:00Z","2026-05-28T23:00:00-03:00","America/Sao_Paulo",-23.6473149,-46.6643635,,,,"AirGradient","AirGradient"
